Title,Link,Image,Author,Date,Description,Fake News
Satirical Deepfake Video Of Bill Clinton Talking About Epstein Client List Goes Viral,https://newschecker.in/ai-deepfake/satirical-deepfake-video-of-bill-clinton-talking-about-epstein-client-list-goes-viral,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-25.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 28, 2025",Former US president Bill Clinton releases a video statement ahead of the release of Jeffrey Epstein’s flight logs and his contact list.,TRUE
Old Photo Shared As IAF’s Trishul Formation Over Mahakumbh Mela,https://newschecker.in/fact-check/old-photo-shared-as-iafs-trishul-formation-over-mahakumbh-mela,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-28T151504.949-1.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 28, 2025",Several social media users shared a photo claiming to show a Trishul formation over Mahakumbh Mela by the Indian Air Force jets to mark the Mahashivratri. Ne...,FALSE
Epstein Files Out: Bill And Hillary Clinton Flee US? Viral Photo Is From 2018,https://newschecker.in/fact-check/epstein-files-out-bill-and-hillary-clinton-flee-us-viral-photo-is-from-2018,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-24.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 28, 2025","Former US president Bill Clinton and former secretary of state Hillary Clinton photographed leaving the country aboard a Delta Airlines flight, before the US",FALSE
"Viral Video Shows Babar Azam Being Heckled By Fans During Old Match Against Australia, Not Champions Trophy Clash With India",https://newschecker.in/fact-check/viral-video-shows-babar-azam-being-heckled-by-fans-during-old-match-against-australia-not-champions-trophy-clash-with-india,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-1-4.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 27, 2025",Pakistani men’s cricket team player and former captain Babar Azam heckled by Pakistani fans during the 2025 ICC Champions Trophy clash against India in Dubai,FALSE
Fireworks in Varanasi Falsely Shared as “Iconic Celebrations” at Mahakumbh Conclusion,https://newschecker.in/fact-check/fireworks-in-varanasi-falsely-shared-as-iconic-celebrations-at-mahakumbh-conclusion,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-27T175519.718.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 27, 2025",A video claiming to show fireworks and laser shows at the Mahakumbh conclusion has been circulating on social media platforms like Facebook and X. Newscheck...,TRUE
"Mahakumbh 2025: Ajay Devgn, Preity Zinta & More- AI Generated Images Of Celebs Shared As Real",https://newschecker.in/ai-deepfake/mahakumbh-2025-ajay-devgn-preity-zinta-more-ai-generated-images-of-celebs-shared-as-real,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-26T181108.366.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 26, 2025","Several social media users shared AI generated images to show multiple Bollywood actors such as Ajay Devgn, Sanjay Dutt and Preity Zinta...",FALSE
"Video Of Pakistani Player’s Embarrassing Fielding Moment Is From 2024 Match With Australia, Not 2025 Champions Trophy Game Against India",https://newschecker.in/fact-check/video-of-pakistani-players-embarrassing-fielding-moment-is-from-2024-match-with-australia-not-2025-champions-trophy-game-against-india,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-1-3.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 26, 2025",The incident is from a T20I between Australia and Pakistan in November 2024.,FALSE
Did US President Trump Avoid Greeting France’s Macron At White House Entrance?,https://newschecker.in/fact-check/did-us-president-trump-avoid-greeting-frances-macron-at-white-house-entrance,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-25T203556.275.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 25, 2025",Several social media users shared a video alleging that US President Trump avoided meeting his French counterpart Macron at the White House entrance during...,FALSE
"Rekha Gupta Buys Luxury Car After Assuming Delhi CM’s Office? No, False Claim Goes Viral",https://newschecker.in/fact-check/rekha-gupta-buys-luxury-car-after-assuming-delhi-cms-office-no-false-claim-goes-viral,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-25T142027.427.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 25, 2025","Several social media users claimed that newly elected Delhi CM Rekha Gupta bought a luxury car soon after assuming the office. Newschecker, however, found th...",TRUE
"Ganesh Aarti Played At Dubai Stadium To Celebrate India’s Win Over Pakistan? Video Is Edited, Combines Unrelated Clips",https://newschecker.in/fact-check/ganesh-aarti-played-at-dubai-stadium-to-celebrate-indias-win-over-pakistan-video-is-edited-combines-unrelated-clips,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-23.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 25, 2025",Viral video found to be a combination of two unrelated clips from stadiums in India — the 50th anniversary celebrations at Mumbai’s Wankhede Stadium and the India-England ODI clash in Ahmedabad.,FALSE
2025 ICC Champions Trophy: This Video Does Not Show B’Luru Man Supporting Pakistan Over India In Recent Match,https://newschecker.in/fact-check/2025-icc-champions-trophy-this-video-does-not-show-bluru-man-supporting-pakistan-over-india-in-recent-match,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-24T175920.853.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 24, 2025",Several social media users shared a video claiming to show a Bengaluru man supporting Pakistan in match against India during the ICC Champions Trophy tour...,FALSE
AI-Generated Photo Of Virat Kohli With Family Goes Viral,https://newschecker.in/ai-deepfake/ai-generated-photo-of-virat-kohli-with-family-goes-viral,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-22.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 24, 2025",Photo of Indian cricketer Virat Kohli with his family.  Kohli brought up his 51st ODI century as he guided India to a comprehensive win over Pakistan in,FALSE
"KGF Actor Yash At Mahakumbh Mela? No, Old Video From 2024 Viral With False Claim",https://newschecker.in/entertainment-fact-check/kgf-actor-yash-at-mahakumbh-mela-no-old-video-viral-with-false-claim,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-24T141601.746.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 24, 2025","Several social media users shared a video allegedly showing KGF star Yash at Mahakumbh Mela, which is currently underway in Prayagraj. Newschecker, however...",TRUE
Viral Photos Of Sonakshi Sinha In A Burkha Are AI-Generated,https://newschecker.in/ai-deepfake/viral-photos-of-sonakshi-sinha-in-a-burkha-are-ai-generated,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-1-2.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 24, 2025","Photos of actor Sonakshi Sinha in a burkha with her husband, Zaheer Iqbal, purportedly from the India vs Pakistan Champions Trophy clash in Dubai on Sunday",FALSE
"Weekly Wrap: Misinformation On KIIT Suicide Case, Rekha Gupta & More",https://newschecker.in/fact-check/weekly-wrap-misinformation-on-kiit-suicide-case-rekha-gupta-more,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-22T150831.281.jpg?quality=71&format=webp&w=1920,Newschecker Team,"February 22, 2025",From a Lucknow politician being falsely identified as the father of the accused in the KIIT suicide case to an unrelated video being shared as the newly ele...,TRUE
Photos of BJP leader From Ayodhya Falsely Shared As Father Of Accused In KIIT Suicide Case,https://newschecker.in/fact-check/photos-of-bjp-leader-from-ayodhya-falsely-shared-as-father-of-accused-in-kiit-suicide-case,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-22T132817.413.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 22, 2025","A set of photos allegedly showing the father of the accused in KIIT suicide case with prominent BJP leaders including PM Narendra Modi, and Uttar Pradesh CM...",TRUE
"2025 Champions Trophy: India, Bangladesh Players Get Into Fight After Match? Viral Video Is From 2020 U-19 World Cup",https://newschecker.in/fact-check/2025-champions-trophy-india-bangladesh-players-get-into-fight-after-match-viral-video-is-from-2020-u-19-world-cup,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-21.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 22, 2025","India and Bangladesh men’s cricket team players clash on the field following their ICC Champions Trophy match on February 20, 2025, which India won by 6",FALSE
"ICC Champions Trophy: Rohit Sharma Arrives In Pakistan? No, Old Video From Maharashtra Viral With False Claim",https://newschecker.in/fact-check/icc-champions-trophy-rohit-sharma-arrives-in-pakistan-no-old-video-from-maharashtra-viral-with-false-claim,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-20.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 21, 2025","India’s matches to be played in Dubai; video is from Maharashtra, where Sharma laid the foundation stone for a sports complex in October 2024.",TRUE
"Rekha Gupta Practising Sword Fight? No, Viral Video Does Not Feature Delhi CM",https://newschecker.in/fact-check/rekha-gupta-practising-sword-fight-no-viral-video-does-not-feature-delhi-cm,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-21T140308.949.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 21, 2025","Several social media users shared a video alleging it to show the newly elected Delhi CM Rekha Gupta practising sword fight. Newschecker, however, found the...",FALSE
Fake Indian Express Report On Neha Kakkar Promoting Investment Platform Goes Viral,https://newschecker.in/fact-check/fake-indian-express-report-on-neha-kakkar-promoting-investment-platform-goes-viral,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-19.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 21, 2025",An Indian Express report stated that singer Neha Kakkar is under house arrest after revealing her massive earnings from an investment platform during an,TRUE
Viral Ayodhya Temple Video Debunked: Does Not Show Chhatrapati Shivaji Maharaj Jayanti Celebrations,https://newschecker.in/fact-check/viral-ayodhya-temple-video-debunked-does-not-show-chhatrapati-shivaji-maharaj-jayanti-celebrations,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-20T172755.632.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 20, 2025","Several social media users, including verified handles, shared a video claiming to show the Chhatrapati Shivaji Maharaj Jayanti celebrations at Ayodhya's....",TRUE
Cow Slaughter? Video Of Goat Sacrifice Tradition Near Madurai Meenakshi Temple Viral With False Communal Spin,https://newschecker.in/fact-check/cow-slaughter-video-of-goat-sacrifice-tradition-near-madurai-meenakshi-temple-viral-with-false-communal-spin,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-1-1.jpg?quality=71&format=webp&w=1920,Vijayalakshmi Balasubramaniyan,"February 19, 2025","The Hindu shaman, Sivaraman, seen in the video, has confirmed that the video shows a long-standing tradition where he sacrifices a goat to feed devotees.",TRUE
KIIT Nepal Student Suicide: Viral Screenshot Misidentifies Lucknow Politician As Father Of Accused,https://newschecker.in/fact-check/kiit-nepal-student-suicide-viral-screenshot-misidentifies-lucknow-politician-as-father-of-accused,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-18.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 18, 2025",Viral screenshot falsely claims to show father of accused student in KIIT Nepal student suicide case. ,TRUE
"Salman Khan Visits Mahakumbh Mela? No, Old Video Viral With False Claim",https://newschecker.in/entertainment-fact-check/salman-khan-visits-mahakumbh-mela-no-old-video-viral-with-false-claim,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-18T163133.729.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 18, 2025","Several social media users shared a video claiming to show Salman Khan visiting Mahakumbh Mela with Anant Ambani. Newschecker, however, found the claim to be...",TRUE
Old Images Of Partially Collapsed Buildings Falsely Linked To 2025 Delhi Quake,https://newschecker.in/fact-check/old-images-of-partially-collapsed-buildings-falsely-linked-to-2025-delhi-quake,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-17.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 18, 2025",Photos of two partially collapsed multi-storey buildings following a magnitude 4.0 earthquake that hit Delhi and its adjoining areas on Monday (February 17).,TRUE
Old Video From Japan Falsely Linked To Recent Earthquake In Delhi,https://newschecker.in/fact-check/old-video-from-japan-falsely-linked-to-recent-earthquake-in-delhi,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-18T154627.791.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 17, 2025","Several social media users shared a video of water splashing out of a bathtub linking it to the recent earthquake in Delhi. Newschecker, however, found the c...",TRUE
New Delhi Railway Station Stampede: Old Video Of Ashwini Vaishnaw Getting Emotional Shared As Recent,https://newschecker.in/fact-check/new-delhi-railway-station-stampede-old-video-of-ashwini-vaishnaw-getting-emotional-shared-as-recent,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-17T142056.793.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 17, 2025",A video purportedly showing Railways Minister Ashwini Vaishnaw getting emotional over the recent New Delhi Railway Station stampede has surfaced on social me...,FALSE
"Video Of US Journalist Laughing At Indian-Origin Correspondent Is From 2020, Not Recent Trump-Modi Presser",https://newschecker.in/fact-check/video-of-us-journalist-laughing-at-indian-origin-correspondent-is-from-2020-not-recent-trump-modi-presser,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-2-2.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 17, 2025","Viral video is from February 26, 2020, when Trump was addressing a press conference on the coronavirus outbreak.",FALSE
"Weekly Wrap: Misinformation On Delhi Elections, India’s Got Latent Controversy & More",https://newschecker.in/fact-check/weekly-wrap-misinformation-on-delhi-elections-indias-got-latent-controversy-more,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-14T174522.910.jpg?quality=71&format=webp&w=1920,Newschecker Team,"February 15, 2025","From misinformation about the recently concluded Delhi Polls to false claims around the ongoing India's Got Latent controversy, read our top fact checks from...",TRUE
Viral Video Does Not Show Samay Raina ‘Apologising’ Over India’s Got Latent Controversy,https://newschecker.in/entertainment-fact-check/viral-video-does-not-show-samay-raina-apologising-over-indias-got-latent-controversy,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-14T171513.457.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 14, 2025",Several social media users shared a video allegedly showing Samay Raina 'apologising' amid the ongoing controversy over the show 'India's Got Latent.' Newsch...,FALSE
"Waqf Bill Passed In Rajya Sabha? No, Panel Report Tabled In Parliament, Triggers Uproar",https://newschecker.in/fact-check/waqf-bill-passed-in-rajya-sabha-no-panel-report-tabled-in-parliament-triggers-uproar,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-16.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 14, 2025",Waqf (Amendment) Bill passed in the Rajya Sabha.,FALSE
"Mahakumbh Devotees Threw Slippers At Army? No, Video Viral With False Claim",https://newschecker.in/fact-check/mahakumbh-devotees-threw-slippers-at-army-no-video-viral-with-false-claim,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-13T171321.926.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 13, 2025","Several social media users, including verified handles, shared a video alleging that the Mahakumbh devotees threw slippers at army personnel. Newschecker, ho...",TRUE
Old News Flash On Kejriwal’s Deteriorating Health In Tihar Jail Viral After Delhi Poll Loss,https://newschecker.in/fact-check/old-news-flash-on-kejriwals-deteriorating-health-in-tihar-jail-viral-after-delhi-poll-loss,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-15.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 13, 2025","AAP chief Arvind Kejriwal may slip into a coma, says senior leader Sanjay Singh, following the party’s loss in the recently concluded Delhi Assembly election",FALSE
Rashtrapati Bhavan Hosts Private Wedding For First Time Ever? Here’s The Truth Behind Viral Claim,https://newschecker.in/fact-check/rashtrapati-bhavan-hosts-private-wedding-for-first-time-ever-heres-the-truth-behind-viral-claim,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-14.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 13, 2025","The Rashtrapati Bhavan hosted a wedding for the first time in its history on February 12, 2025, according to various social media posts and reports by leading",FALSE
Delhi Metro Fare Hiked After BJP’s Win? Here’s The Truth Behind Viral Claim,https://newschecker.in/fact-check/delhi-metro-fare-hiked-after-bjps-win-heres-the-truth-behind-viral-claim,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-13T105018.419.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 13, 2025",Delhi Metro fare has been hiked after BJP won the recently held assembly polls in the national capital.,FALSE
India’s Got Latent Controversy: Old Video Of Ranveer Allahbadia Crying Shared As Recent,https://newschecker.in/entertainment-fact-check/indias-got-latent-controversy-old-video-of-ranveer-allahbadia-crying-shared-as-recent,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-12T171825.286.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 12, 2025",Several social media users shared a video purportedly showing Ranveer Allahbadia crying following massive backlash over his controversial remarks in the show...,FALSE
2020 Video Of Oil Pipeline Fire In Egypt Falsely Linked To Mahakumbh Mela,https://newschecker.in/fact-check/2020-video-of-oil-pipeline-fire-in-egypt-falsely-linked-to-mahakumbh-mela,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-13.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 12, 2025","A major fire broke out at a bus stand during the Mahakumbh Mela on February 9, 2025, gutting around 40 vehicles.",TRUE
Viral Video Of Lathi Charge On Shankaracharya Is From 2015,https://newschecker.in/fact-check/viral-video-of-lathi-charge-on-shankaracharya-is-from-2015,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-11T144313.407.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 11, 2025","Several social media users shared a video purportedly showing lathi charge on Shankaracharya Swami Avimukteshwaranand Saraswati. Newschecker, however, found...",FALSE
"Did Samay Raina Crack A ‘Rekha’ Joke To Amitabh Bachchan On KBC? No, Viral Video Is A Deepfake",https://newschecker.in/ai-deepfake/viral-video-of-samay-raina-cracking-a-rekha-joke-to-amitabh-bachchan-on-kbc-is-a-deepfake,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-12.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 11, 2025","No such interaction on the episode, viral video found to be a deepfake.",TRUE
Viral Video Falsely Claims To Show Procession By AIMIM’s Tahir Hussain After Losing Delhi Polls,https://newschecker.in/election-watch/viral-video-does-does-not-show-procession-by-aimims-tahir-hussain-after-losing-delhi-polls,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-11T094636.533.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 11, 2025","Several social media shared a video claiming to show a massive procession by AIMIM's Tahir Hussain after losing the Delhi Polls. Newschecker, however, found....",TRUE
"Celebration After Delhi Election Results? No, Video Of Congress Leaders Dancing Viral With False Claim",https://newschecker.in/fact-check/celebration-after-delhi-election-results-no-video-of-congress-leaders-dancing-viral-with-false-claim,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-11.jpg?quality=71&format=webp&w=1920,Runjay Kumar,"February 10, 2025",Video of Congress leaders dancing despite not winning a single seat in the recently concluded Delhi Assembly election.,TRUE
Fact Check: Guruvayur Temple Denies Claims of Gifting Baby Elephant To Tiruchendur Murugan Temple,https://newschecker.in/fact-check/guruvayur-temple-denies-claims-of-gifting-baby-elephant,https://newschecker.dietpixels.net/2025/02/elephant-thumpnail-3.png?quality=71&format=webp&w=1920,Sabloo Thomas,"February 10, 2025",A seemingly joyful and ‘dancing’ baby elephant gifted by Guruvayur temple to the Tiruchendur Murugan temple.,FALSE
Kejriwal Demanded Special Facilities For Muslim Voters? Fake Letter To ECI Goes Viral,https://newschecker.in/fact-check/kejriwal-demanded-special-facilities-for-muslim-voters-fake-letter-to-eci-goes-viral,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-10.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 10, 2025","Letter by AAP convenor Arvind Kejriwal to the Election Commission of India, alleging discrimination against Muslim voters and demanding special facilities for",TRUE
"Weekly Wrap: Misinformation Around 2025 Delhi Polls, US Deportation Of Indian Migrants And More",https://newschecker.in/fact-check/weekly-wrap-misinformation-around-2025-delhi-polls-us-deportation-of-indian-migrants-and-more,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-9.jpg?quality=71&format=webp&w=1920,Newschecker Team,"February 8, 2025",From misinformation around the crucial high-stakes election for Delhi’s 70 Assembly seats to the controversial deportation of over 100 illegal Indian,FALSE
"Did Rahul Gandhi Force Mallikarjun Kharge Out Of His Seat At Congress Event? No, Clipped Video Viral With False Claim",https://newschecker.in/fact-check/did-rahul-gandhi-force-mallikarjun-kharge-out-of-his-seat-at-congress-event-no-clipped-video-viral-with-false-claim,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-8.jpg?quality=71&format=webp&w=1920,Ishwarachandra B G,"February 7, 2025",ClaimRahul Gandhi insults Mallikarjun Kharge by forcing him to get up from his chair during an event.,TRUE
AI-Generated Image Of Amitabh Bachchan With Rekha At Mahakumbh Goes Viral,https://newschecker.in/ai-deepfake/ai-generated-image-of-amitabh-bachchan-with-rekha-at-mahakumbh-goes-viral,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-7.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 6, 2025",Actor Amitabh Bachchan and actress Rekha taking a holy dip at the Sangam during the ongoing Mahakumbh Mela in Prayagraj.,FALSE
Job Scam Alert: Fake Govt Organisation Runs Ads Using Rural Development Ministry’s Name,https://newschecker.in/fact-check/mass-recruitment-in-telangana-and-ap-by-national-rural-development-recreation-mission-viral-ad-calling-for-job-applications-is-a-scam,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-6.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 6, 2025","No such organisation, ads found to be fake, seeking to extract money from unsuspecting job applicants.",TRUE
Viral ‘Report’ On Singer Shreya Ghoshal Endorsing An Investment Platform Is Fake,https://newschecker.in/fact-check/viral-report-on-singer-shreya-ghoshal-endorsing-an-investment-platform-is-fake,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-05T183122.937.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 5, 2025","An alleged news report on singer Shreya Ghoshal endorsing an investment platform has surfaced on social media. Newschecker, however, found that the alleged....",TRUE
2025 Delhi Election: Kejriwal Urges Voters To Pick Congress? Viral Video Is Old And Clipped,https://newschecker.in/fact-check/2025-delhi-election-kejriwal-urges-voters-to-pick-congress-viral-video-is-old-and-clipped,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-5.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 5, 2025","Video is clipped from a 2017 Facebook Live by Kejriwal, ahead of the Punjab polls then, saying that BJP and Akali Dal are urging people to switch their votes to the Congress.",FALSE
Video From Barsana Shared To Show Crowd At Mahakumbh,https://newschecker.in/fact-check/mahakumbh-2025-video-from-barsana-shared-to-show-overcrowded-passage-in-prayagraj,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-05T130539.747.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 5, 2025",Several social media users shared a video allegedly showing an overcrowded passage in Prayagraj where the Mahakumbh mela is currently underway. Newschecke...,FALSE
"Viral Image Shows Guatemala-Bound Deportees On US Plane, Not Indian Migrants",https://newschecker.in/fact-check/viral-image-shows-guatemala-bound-deportees-on-us-plane-not-indian-migrants,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-4.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 5, 2025",Image of Indian migrants being deported from the US.,FALSE
"Viral Photo Shows US Evacuation Flight Out Of Kabul In 2021, Not Plane Deporting Migrants From US",https://newschecker.in/fact-check/viral-photo-shows-us-evacuation-flight-out-of-kabul-in-2021-not-plane-deporting-migrants-from-us,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-3.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 4, 2025",Illegal immigrants aboard a US military aircraft being used for deportation.,FALSE
Viral Graphic Showing India Today Survey On 2025 Delhi Elections Is Fake,https://newschecker.in/election-watch/viral-graphic-showing-india-today-survey-on-2025-delhi-elections-is-fake,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-04T164806.982.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 4, 2025","Several social media users shared an alleged India Today pre-poll survey predicting the BJP's victory in the 2025 Delhi Elections. Newschecker, however, fou....",TRUE
Got Scammed Online? Here’s What You Can Do,https://newschecker.in/scam-watch/got-scammed-online-heres-what-you-can-do,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-04T161848.109.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 4, 2025","‘Victim, placed under digital arrest, loses crores,’ ‘person falls prey to trading scams,’ ‘social media user duped by deepfakes of business moguls’ - news p...",TRUE
Old Hoax About ‘Strawberry Quick’ Meth Resurfaces,https://newschecker.in/fact-check/old-hoax-about-strawberry-quick-meth-resurfaces,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-2.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 4, 2025",Viral messages found to be a hoax that first surfaced in the US in 2007; viral image found to be a stock picture,TRUE
Viral Video Does Not Show Police Thrashing Man For Pelting Stones At Train Carrying Mahakumbh Devotees,https://newschecker.in/fact-check/viral-video-does-not-show-police-thrashing-man-for-pelting-stones-at-train-carrying-mahakumbh-devotees,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-03T184953.582.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 3, 2025",Several social media users shared a video claiming to show police personnel thrashing a man for pelting stones at train en route Prayagraj for Mahakumbh. New...,FALSE
