Title,Link,Image,Author,Date,Description,Fake News
Delhi Elections 2025: Did ABP News Opinion Poll Predict Victory For BJP?,https://newschecker.in/election-watch/delhi-elections-2025-did-abp-news-opinion-poll-predict-victory-for-bjp,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-03T165912.703.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"February 3, 2025","An alleged ABP News Opinion Poll predicting a massive win for the BJP in the upcoming Delhi Elections has surfaced online. However, the outlet has clarified....",FALSE
Union Budget 2025: Old Video Of Nirmala Sitharaman Interacting With Metro Commuter Shared As Recent,https://newschecker.in/fact-check/union-budget-2025-old-video-of-nirmala-sitharaman-interacting-with-metro-commuter-shared-as-recent,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand-1.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 3, 2025","A commuter greets Union finance minister Nirmala Sitharaman aboard a Metro train, says she is a huge fan. Sitharaman presented her eighth consecutive Union",FALSE
Union Budget 2025: Viral Photo Showing CEC With Nirmala Sitharaman Is From 2020 When He Was Finance Secretary,https://newschecker.in/fact-check/union-budget-2025-viral-photo-showing-cec-with-nirmala-sitharaman-is-from-2020-when-he-was-finance-secretary,https://newschecker.dietpixels.net/2025/02/Kushel-One-Rating-Article-Thumbnails-New-Brand.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"February 3, 2025","Rajiv Kumar, chief election commissioner of India, seen with Union finance minister Nirmala Sitharaman and her team following Sitharaman unveiling her eighth",FALSE
"Weekly Wrap: Misinformation On Mahakumbh, Delhi Elections & More",https://newschecker.in/fact-check/weekly-wrap-misinformation-on-mahakumbh-delhi-elections-more,https://newschecker.dietpixels.net/2025/02/Rating-2025-02-01T152409.756.jpg?quality=71&format=webp&w=1920,Newschecker Team,"February 1, 2025",From an AI generated video purportedly showing Prime Minister Narendra Modi’s official...,FALSE
Viral Photo Of Dhirendra Shastri’s Letter ‘Predicting’ Mahakumbh Stampede Is AI Generated,https://newschecker.in/ai-deepfake/viral-photo-of-dhirendra-shastris-letter-predicting-mahakumbh-stampede-is-ai-generated,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-31T174933.902.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 31, 2025",Several social media users shared a photo purportedly showing Bageshwar Dham Chief Dhirendra Shastri's letter predicting the Mahakumbh stampede. Newschecker....,FALSE
Does This Photo Show Jawaharlal Nehru Taking a Holy Dip In 1954 Kumbh?,https://newschecker.in/fact-check/does-this-photo-show-jawaharlal-nehru-taking-a-holy-dip-in-1954-kumbh,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-31T172443.118.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 31, 2025","Several social media users shared a photograph purportedly showing Jawaharlal Nehru taking a holy dip during the 1954 Kumbh. Newschecker, however, found the....",FALSE
Meloni Says No To Headscarf During Saudi Visit? Here’s What We Learnt,https://newschecker.in/daily-reads/meloni-says-no-to-headscarf-during-saudi-visit-heres-what-we-learnt,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-24.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 31, 2025",A 1-minute 34-second video showing Italian PM Giorgia Meloni greeting Saudi Arabia crown prince Mohammed Bin Salman and other government officials during a,FALSE
Mahakumbh 2025: Old Video Of SP Leader Dimple Yadav Taking A Dip In The Ganga Shared As Recent,https://newschecker.in/fact-check/mahakumbh-2025-old-video-of-sp-leader-dimple-yadav-taking-a-dip-in-the-ganga-shared-as-recent,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-23.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 30, 2025","Video of Samajwadi Party (SP) MP Dimple Yadav taking a holy dip at the Sangam during the 2025 Mahakumbh Mela, which is underway in Prayagraj.",FALSE
Man Walks From Switzerland to Prayagraj For Mahakumbh? Here’s The Truth Behind Viral Video,https://newschecker.in/fact-check/man-walks-from-switzerland-to-prayagraj-for-mahakumbh-heres-the-truth-behind-viral-video,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-30T164411.142.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 30, 2025","Several social media users shared a video claiming to show a man who walked from Switzerland to Prayagraj to witness the Mahakumbh mela. Newschecker, however...",FALSE
AI-Generated Images Of Cricketer Rinku Singh With Suhana Khan Shared As Real,https://newschecker.in/ai-deepfake/ai-generated-images-of-cricketer-rinku-singh-with-suhana-khan-shared-as-real,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-22.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 30, 2025","Photos of Indian cricketer Rinku Singh with Shah Rukh Khan’s daughter, actor Suhana Khan, on a beach.",FALSE
Viral Photo Of Saif Ali Khan Giving A Bag Full Of Cash To Auto Driver Is Edited,https://newschecker.in/entertainment-fact-check/viral-photo-of-saif-ali-khan-giving-a-bag-full-of-cash-to-auto-driver-is-edited,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-29T162823.518.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 29, 2025",Several social media users shared a photo purportedly showing actor Saif Ali Khan giving a bag full of cash to the auto driver who took him to the hospital.....,FALSE
Does AAP Video Show PM Modi’s Official Residence? Viral Clip Is AI-Generated,https://newschecker.in/ai-deepfake/does-aap-video-show-pm-modis-official-residence-viral-clip-is-ai-generated,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-21.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 29, 2025",Video is AI-generated.,FALSE
AI-Generated Image Of Prakash Raj At Mahakumbh Goes Viral,https://newschecker.in/ai-deepfake/ai-generated-image-of-prakash-raj-at-mahakumbh-goes-viral,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-20.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 28, 2025","Photo of actor and fierce BJP critic Prakash Raj taking a holy dip at the Sangam — the confluence of the Ganga, Yamuna, and Saraswati rivers — during the",FALSE
"Delhi Polls 2025: Saurabh Bharadwaj’s On stage Interaction With Siri Backfired? No, Viral Video Is Edited",https://newschecker.in/election-watch/delhi-polls-2025-saurabh-bharadwajs-on-stage-interaction-with-siri-backfired-viral-video-is-edited,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-28T161730.887.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 28, 2025","Ahead of the Delhi Polls, a video purportedly showing AAP MLA Saurabh Bharadwaj’s on stage interaction with Siri is being widely shared on social media platf...",FALSE
US Halts Aid To India? Viral Govt Notice Shared Out Of Context,https://newschecker.in/fact-check/us-halts-aid-to-india-viral-govt-notice-shared-out-of-context,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-19.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 28, 2025","US has paused all foreign aid, barring Egypt and Israel, upon review of American financial assistance to other countries.",FALSE
Republic Day 2025: Viral Photo Of Karnataka Tableau Featuring Tipu Sultan Is From 2014,https://newschecker.in/fact-check/republic-day-2025-viral-photo-of-karnataka-tableau-featuring-tipu-sultan-is-from-2014,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-27T142525.936.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 27, 2025","Several social media users shared a photo showing Karnataka tableau featuring Tipu Sultan during the Republic Day parade. Newschecker, however, found that th...",FALSE
"Weekly Wrap: Misinformation Around Mahakumbh Mela, Donald Trump’s Inauguration And More",https://newschecker.in/fact-check/weekly-wrap-misinformation-around-mahakumbh-mela-donald-trumps-inauguration-and-more,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-18.jpg?quality=71&format=webp&w=1920,Newschecker Team,"January 25, 2025","From misinformation around the Mahakumbh Mela, which is currently underway in Prayagraj, to the inauguration of Donald Trump as the 47th president of the",FALSE
Video From China Shared As Train On Haridwar-Karnaprayag Railway Route,https://newschecker.in/fact-check/video-from-china-shared-as-train-on-haridwar-karnaprayag-railway-route,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-25T142709.722.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 25, 2025","Several social media users shared a video claiming to show a train passing through the Haridwar- Karnaprayag railway route. Newschecker, however, found the c...",FALSE
Sewer-Cleaning Robot Developed In India Falsely Shared As Chinese Tech,https://newschecker.in/fact-check/sewer-cleaning-robot-developed-in-india-falsely-shared-as-chinese-tech,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-17.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 25, 2025","Image of robot being used to clean a sewer in China, in comparison to the practice of manual scavenging in India.",TRUE
Terrorist Disguised As A Monk Arrested From Mahakumbh? Here’s The Truth Behind Viral Photo,https://newschecker.in/ai-deepfake/terrorist-disguised-as-a-monk-arrested-from-mahakumbh-heres-the-truth-behind-viral-photo,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-24T192016.440.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 24, 2025","Several social media users shared a photo alleging that a Ayub Khan, a terrorist disguised as a monk was arrested from the Mahakumbh mela. Newschecker, howev...",FALSE
Old Video From Kuwait Falsely Shared As Muslim House Help Mixing Urine Into Hindu Employer’s Drink,https://newschecker.in/fact-check/old-video-from-kuwait-falsely-shared-as-muslim-house-help-mixing-urine-into-hindu-employers-drink,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-16.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 24, 2025",Video is old and from Kuwait.,TRUE
"Canadian MP Spoke In Kannada After Filing Nomination For PM’s Office? No, Viral Video Is Old",https://newschecker.in/fact-check/canadian-mp-spoke-in-kannada-after-filing-nomination-for-pms-office-no-viral-video-is-old,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-23T151515.748.jpg?quality=71&format=webp&w=1920,Ishwarachandra B G,"January 23, 2025",Several social media users shared a video of Chandra Arya claiming that the India-origin Canadian MP spoke in Kannada after filing the nomination for the Pri...,FALSE
SC Ruling Renders Waqf Properties Invalid? Viral Screenshot Of Article Shared With False Claim,https://newschecker.in/fact-check/sc-ruling-renders-waqf-properties-invalid-viral-screenshot-of-article-shared-with-false-claim,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-1-2.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 23, 2025",The case mentioned in the viral claim has no link to Waqf properties or its related laws. The case pertains to a private dispute.,TRUE
"Was EAM S Jaishankar Asked To Leave From Trump’s Inauguration? No, Video Viral With False Claim",https://newschecker.in/fact-check/was-eam-s-jaishankar-asked-to-leave-from-trumps-inauguration-no-video-viral-with-false-claim,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-22T183739.755.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 22, 2025","Several social media alleged that EAM S Jaishankar was asked to leave Donald Trump's inauguration ceremony. However, Newschecker found the claim to be untrue...",TRUE
Old Video Of Immigrants Barging Towards Mexico-US Border Shared As Recent,https://newschecker.in/fact-check/old-video-of-immigrants-barging-towards-mexico-us-border-shared-as-recent,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-22T171645.227.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 22, 2025",Viral video showing immigrants barging towards Mexico-US border is old.,FALSE
"Old, Unrelated Video Shared To Allege Jewellery Theft at Mahakumbh",https://newschecker.in/fact-check/old-unrelated-video-shared-to-allege-jewellery-theft-at-mahakumbh,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-22T164202.118.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 22, 2025","Several social media users shared a 15 seconds video claiming to show a woman alleging a jewellery theft at Mahakumbh. Newschecker, however, found that the.....",FALSE
"Viral Image Shows Pakistani Man, Not Indian, Held For Molesting Japanese Schoolgirl",https://newschecker.in/fact-check/viral-image-shows-pakistani-man-not-indian-held-for-molesting-japanese-schoolgirl,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-14.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 22, 2025","We then ran a reverse image search, which led us to this X post, dated September 14, 2024, stating that a Pakistani man Afzal Muhammad, 31, was arrested in",FALSE
AI-Generated Images Shared As Real ‘Unseen’ Photos Of Indira Gandhi,https://newschecker.in/ai-deepfake/ai-generated-images-shared-as-real-unseen-photos-of-indira-gandhi,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-15.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 21, 2025",Viral images are AI-generated and were posted on a social network for artists in 2023.,FALSE
Having Black Coffee On An Empty Stomach Harmful For Your Gut? Here’s What The Experts Say,https://newschecker.in/influencer-watch/having-black-coffee-on-an-empty-stomach-harmful-for-your-gut-heres-what-the-experts-say,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-11.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 21, 2025","Black coffee, a simple beverage that has been the go-to brew enjoyed by millions worldwide to kick-start their day, recently found itself in the middle of a",FALSE
Viral Photos Of Salman Khan Meeting Saif Ali Khan At Hospital Are AI-Generated,https://newschecker.in/ai-deepfake/viral-photos-of-salman-khan-meeting-saif-ali-khan-at-hospital-are-ai-generated,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-20T173636.330.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 20, 2025",Several social media users shared photographs with a claim to show Salman Khan meeting Saif Ali Khan at the hospital where the later was admitted following.....,FALSE
Old Photo Of Saif Ali Khan From Movie Shoot Shared To Show Him Wounded After Recent Attack,https://newschecker.in/fact-check/old-photo-of-saif-ali-khan-shared-to-show-him-wounded-after-recent-attack,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-20T163411.522.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 20, 2025","A photo of Saif Ali Khan has surfaced on social media platforms, with users linking it to the recent knife attack on the actor. Newschecker, however, found t...",FALSE
"Weekly Wrap: Misinformation On Mahakumbh 2025, California Wildfires & More",https://newschecker.in/fact-check/weekly-wrap-misinformation-on-mahakumbh-2025-california-wildfires-more,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-17T215304.398.jpg?quality=71&format=webp&w=1920,Newschecker Team,"January 18, 2025","From misinformation about the Los Angeles wildfires to false claims of a Muslim youth urinating on posters showing Hindu deities, read our top fact checks fr...",TRUE
Mahakumbh 2025: Man Makes World Record By Blowing Conch For Over 2 Minutes? Know Truth Here,https://newschecker.in/fact-check/viral-video-of-man-blowing-conch-for-over-2-minutes-is-not-from-mahakumbh,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-17T145752.282.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 17, 2025","Several social media users, including verified handles, shared a video claiming to show a man blowing conch for over 2 minutes at Mahakumbh. Newschecker, ho....",FALSE
"Black Ink Banned On Cheques? No, Fake TOI Report On Alleged RBI Move Goes Viral",https://newschecker.in/fact-check/black-ink-banned-on-cheques-no-fake-toi-report-on-alleged-rbi-move-goes-viral,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-10.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 17, 2025","The RBI has announced that cheques written in black ink will no longer be accepted, in a move purportedly aimed at enhancing security features and preventing",TRUE
Viral Image Claiming To Show A Church That Survived California Wildfires Is AI-Generated,https://newschecker.in/fact-check/viral-image-claiming-to-show-a-church-that-survived-california-wildfires-is-ai-generated,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-9.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 16, 2025",Image shows a church that survived California wildfires.,FALSE
Video Of Drunk Man Being Thrashed For Urinating On Mahakumbh Poster Viral With False Communal Claim,https://newschecker.in/fact-check/video-of-drunk-man-being-thrashed-for-urinating-on-mahakumbh-poster-viral-with-false-communal-claim,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-8.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 16, 2025","ClaimMuslim man thrashed by angry crowd for urinating on Mahakumbh poster in Raebareli, UP.",TRUE
Did Taylor Swift Call LA Wildfires A ‘Divine Retribution’ For US’ Aid To Israel? Here’s The Truth Behind Viral Video,https://newschecker.in/ai-deepfake/did-taylor-swift-call-la-wildfires-a-divine-retribution-for-us-aid-to-israel-heres-the-truth-behind-viral-video,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-15T162303.726.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 15, 2025",Several social media users alleged that American singer Taylor Swift called LA wildfires a 'divine retribution' for the US' aid to Israel in the war against....,FALSE
Zuckerberg Off The Mark: Union Minister Ashwini Vaishnaw Calls Out Meta Chief’s Claim On 2024 Lok Sabha Poll Results,https://newschecker.in/daily-reads/zuckerberg-off-the-mark-union-minister-ashwini-vaishnaw-calls-out-meta-chiefs-claim-on-2024-lok-sabha-poll-results,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-1-1.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 14, 2025","Union minister of Railways, Information & Broadcasting, Electronics, and Information Technology Ashwini Vaishnaw on Monday (January 13)  took to X to",FALSE
Old Video From Chile Shared As Firefighting Plane Crashing In Los Angeles,https://newschecker.in/fact-check/old-video-from-chile-shared-as-firefighting-plane-crashing-in-los-angeles,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-13T172500.444.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 13, 2025",A video purportedly showing a firefighting plane exploding after crashing to the ground while tackling the wildfires in Los Angeles has gone viral on social....,FALSE
Mosque Survived Los Angeles Wildfires Unscathed? Here’s The Truth Behind Viral Photo,https://newschecker.in/fact-check/mosque-survived-los-angeles-wildfires-unscathed-heres-the-truth,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-13T171636.038.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 13, 2025",A photo purportedly showing a mosque that remained unscathed by Los Angeles wildfires even as the landscape around it was consumed by the blaze has surfaced....,FALSE
California Wildfires: ‘Indian Hindu’ Caught Attempting To Start Blaze In LA Neighbourhood? Video Viral With False Claim,https://newschecker.in/fact-check/california-wildfires-indian-hindu-caught-attempting-to-start-fire-in-la-neighbourhood-video-viral-with-false-claim,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-7.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 13, 2025","Claim is false, suspect identified as Mexican national Juan Manuel Sierra-Leyva.",TRUE
"Weekly Wrap: Misinformation On Tirupati Temple Stampede, Dhanashree Verma & More",https://newschecker.in/fact-check/weekly-wrap-misinformation-on-tirupati-temple-stampede-dhanashree-verma-more,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-11T154105.934.jpg?quality=71&format=webp&w=1920,Newschecker Team,"January 11, 2025",From an old video of a man carrying his son’s body on a motorcycle being falsely linked to the recent Tirupati temple stampede to AI-generated photos of Dhan...,TRUE
AI-Generated Photos Of Shreyas Iyer With Dhanashree Verma Go Viral,https://newschecker.in/ai-deepfake/ai-generated-photos-of-shreyas-iyer-with-dhanashree-verma-go-viral,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-6.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 10, 2025","Photos of Indian cricketer Shreyas Iyer with choreographer Dhanashree Verma in a swimming pool, amid reports of Verma and her husband, cricketer Yuzvendra",FALSE
Viral ‘Leaked Photo’ Claiming To Expose PM Modi’s Residence Is AI-Generated,https://newschecker.in/ai-deepfake/viral-leaked-photo-claiming-to-expose-pm-modis-residence-is-ai-generated,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-10T171107.699.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 10, 2025","Several social media users shared a photo allegedly showing PM Modi's residence. Newschecker, however, found that the photo was generated using AI...",FALSE
Narayana Murthy Advocated Limited Interaction Between Girls & Boys? Here’s The Truth Behind Viral ‘Report’,https://newschecker.in/fact-check/narayana-murthy-advocated-limited-interaction-between-girls-boys-heres-the-truth,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-09T164724.095.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 9, 2025",Several social media users shared a screengrab of an alleged report stating that Infosys founder Narayana Murthy advocated limited interaction between girls....,FALSE
2022 Video Of Man Carrying Son’s Body On Bike Falsely Linked To Tirupati Temple Stampede,https://newschecker.in/fact-check/2022-video-of-man-carrying-sons-body-on-bike-falsely-linked-to-tirupati-temple-stampede,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-4.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 9, 2025","Video dates back to April 2022, when a man from Tirupati was forced to carry his son's body on a two-wheeler after the ambulance drivers at the Sri Venkateswara Ramnarayan Ruia Government General (RUIA) hospital allegedly demanded a huge amount from him.",TRUE
2013 Photo From Bihar Falsely Shared As Delhi Govt School Classroom,https://newschecker.in/election-watch/2013-photo-from-bihar-falsely-shared-as-delhi-govt-school-classroom,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-3.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 8, 2025",A photo of a run-down classroom in a Delhi government school. ,TRUE
"Old, Unrelated Visuals Falsely Linked To Recent Earthquake In Tibet",https://newschecker.in/fact-check/old-unrelated-visuals-falsely-linked-to-recent-earthquake-in-tibet,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-08T173259.358.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 8, 2025",Several social media users shared visuals claiming to show the impact of the recent earthquake in Tibet. Newschecker investigated three such visuals and foun...,TRUE
Canadians Celebrating Justin Trudeau’s Resignation? Here’s The Truth Behind Viral Videos,https://newschecker.in/ai-deepfake/canadians-celebrating-justin-trudeaus-resignation-heres-the-truth-behind-viral-videos,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-07T172815.263.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 7, 2025",Several social media users shared videos claiming to show the Canadians celebrating Justin Trudeau’s resignation. Newschecker investigated two such videos......,FALSE
AI-Generated Photo of Shah Rukh Khan and Gauri Khan in Mecca Goes Viral,https://newschecker.in/ai-deepfake/ai-generated-photo-of-shah-rukh-khan-and-gauri-khan,https://newschecker.dietpixels.net/2025/01/sharukh-thumpnail.png?quality=71&format=webp&w=1920,Sabloo Thomas,"January 7, 2025",ClaimPhoto of Shah Rukh Khan and Gauri Khan in Mecca.FactPhoto found to be AI-generated.,FALSE
Viral Video Falsely Accuses Indian Man of Sexual Assault in US Store; Actual Offender Identified as American,https://newschecker.in/fact-check/viral-video-falsely-accuses-indian-man-of-sexual-assault-in-us-store-actual-offender-identified-as-american,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-2.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 6, 2025","A video circulating on social media alleges that an Indian tourist, Kanti Lal, indecently assaulted a woman inside a Dollar Tree store in Philadelphia and was",TRUE
Did the Gandhi Family Visit Vietnam Days After Manmohan Singh’s Death?,https://newschecker.in/fact-check/did-the-gandhi-family-visit-vietnam-days-after-manmohan-singhs-death,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-06T192504.400.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 6, 2025",Several social media users shared a photograph allegedly showing the Gandhi family in Vietnam just days after former Indian PM Manmohan Singh's death. Newsch...,FALSE
AI-Generated Video Of Elon Musk Getting A Haircut From A Robot Goes Viral,https://newschecker.in/ai-deepfake/video-of-elon-musk-getting-a-haircut-from-a-robot-is-ai-generated,https://newschecker.dietpixels.net/2025/01/thumpnail-hair-1.png?quality=71&format=webp&w=1920,Sabloo Thomas,"January 6, 2025",Fact Cjheck: AI-Generated Video Of Elon Musk Getting A Haircut From A Robot Goes Viral,FALSE
"Weekly Wrap: Misinformation On Manmohan Singh, Donald Trump & More",https://newschecker.in/fact-check/weekly-wrap-misinformation-on-manmohan-singh-donald-trump-more,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-04T144759.063.jpg?quality=71&format=webp&w=1920,Newschecker Team,"January 4, 2025",From false claims that the Gandhi family did not attend the funeral procession of former Prime Minister Manmohan Singh in Delhi to an old video of US Presid....,TRUE
Delhi Polls: Did Arvind Kejriwal Say That He Is Not Cleaning Yamuna As It Will Not Get Him Any Votes?,https://newschecker.in/election-watch/did-arvind-kejriwal-say-that-he-is-not-cleaning-yamuna-as-it-will-not-get-him-any-votes,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-03T183007.642.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 3, 2025","Several social media users shred video purportedly showing Arvind Kejriwal said that he is not cleaning Yamuna as it will not get him any votes. However, the...",FALSE
"India Tops In Open Defecation? No, Here’s The Truth Behind Viral Infographic",https://newschecker.in/fact-check/india-tops-in-open-defecation-no-heres-the-truth-behind-viral-infographic,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand-1.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 3, 2025",The viral infographic is found to be fabricated.,FALSE
Donald Trump’s Latest Statement On H-1B Visa Debate? Viral Video Is Old,https://newschecker.in/fact-check/donald-trumps-latest-statement-on-h-1b-visa-debate-viral-video-is-old,https://newschecker.dietpixels.net/2025/01/Kushel-One-Rating-Article-Thumbnails-New-Brand.jpg?quality=71&format=webp&w=1920,Kushel Madhusoodan,"January 2, 2025",ClaimUS president-elect Donald Trump endorses H-1B visa programme in recent video statement.,FALSE
Are These Scenes From A Christian Procession In Punjab?,https://newschecker.in/fact-check/are-these-scenes-from-a-christian-procession-in-punjab,https://newschecker.dietpixels.net/2025/01/Rating-2025-01-02T153951.956.jpg?quality=71&format=webp&w=1920,Vasudha Beri,"January 2, 2025","Several social media users shared a video claiming to show a Christian procession in Punjab. Newschecker, however, found the claim to be untrue. The video is...",FALSE
